Timestamp,Temperature (°C),Humidity (%),Wind Speed (m/s),Precipitation (mm/h),Reference ET₀ (mm),Dew Point (°C),Pressure (hPa),Cloud Cover (%),Snowfall (mm/h),Wind Direction (°),Solar Irradiance (GHI) (W/m2),VPD (kPa),Delta T (°C)
2026-07-06T18:00:00,30.10,29.00,5.61,0.00,0.53,10.10,1013.90,0.00,0.00,31.00,548.00,3.03,11.90
2026-07-06T19:00:00,29.10,34.00,4.72,0.00,0.37,11.60,1013.80,3.00,0.00,36.00,361.00,2.66,10.60
2026-07-06T20:00:00,28.10,38.00,3.48,0.00,0.21,12.50,1014.40,25.00,0.00,39.00,169.00,2.36,9.50
2026-07-06T21:00:00,26.10,44.00,1.50,0.00,0.06,12.90,1014.70,43.00,0.00,143.00,30.00,1.90,8.10
2026-07-06T22:00:00,24.20,54.00,2.00,0.00,0.04,14.30,1015.70,42.00,0.00,183.00,0.00,1.39,6.30
2026-07-06T23:00:00,23.60,53.00,1.60,0.00,0.03,13.40,1016.20,66.00,0.00,180.00,0.00,1.37,6.40
2026-07-07T00:00:00,22.60,58.00,1.30,0.00,0.02,13.90,1016.30,56.00,0.00,238.00,0.00,1.15,5.50
2026-07-07T01:00:00,21.90,63.00,1.22,0.00,0.01,14.50,1016.30,27.00,0.00,261.00,0.00,0.97,4.80
2026-07-07T02:00:00,21.20,67.00,1.22,0.00,0.01,14.90,1016.40,13.00,0.00,279.00,0.00,0.83,4.20
2026-07-07T03:00:00,20.70,68.00,1.49,0.00,0.01,14.60,1016.10,22.00,0.00,290.00,0.00,0.78,4.00
2026-07-07T04:00:00,20.50,67.00,1.49,0.00,0.01,14.10,1015.90,1.00,0.00,290.00,0.00,0.80,4.20
2026-07-07T05:00:00,20.20,68.00,1.39,0.00,0.01,14.10,1015.90,0.00,0.00,291.00,0.00,0.76,4.00
2026-07-07T06:00:00,19.70,69.00,1.52,0.00,0.01,13.90,1016.20,1.00,0.00,293.00,0.00,0.71,3.80
2026-07-07T07:00:00,19.90,66.00,1.49,0.00,0.03,13.40,1016.40,0.00,0.00,290.00,22.00,0.79,4.20
2026-07-07T08:00:00,22.30,64.00,0.85,0.00,0.09,15.20,1016.80,0.00,0.00,291.00,151.00,0.97,4.70
2026-07-07T09:00:00,26.00,47.00,1.00,0.00,0.23,13.80,1016.80,0.00,0.00,37.00,336.00,1.78,7.60
2026-07-07T10:00:00,28.00,41.00,2.06,0.00,0.40,13.50,1017.00,0.00,0.00,29.00,529.00,2.23,9.00
2026-07-07T11:00:00,29.50,34.00,4.02,0.00,0.57,12.00,1016.60,0.00,0.00,27.00,706.00,2.73,10.60
2026-07-07T12:00:00,30.50,30.00,4.44,0.00,0.68,11.00,1016.50,16.00,0.00,31.00,825.00,3.06,11.70
2026-07-07T13:00:00,31.30,29.00,4.75,0.00,0.75,11.10,1016.20,21.00,0.00,30.00,904.00,3.24,12.20
2026-07-07T14:00:00,31.90,27.00,4.53,0.00,0.77,10.60,1016.10,19.00,0.00,31.00,931.00,3.45,12.80
2026-07-07T15:00:00,32.30,26.00,4.88,0.00,0.77,10.30,1015.20,37.00,0.00,35.00,909.00,3.57,13.20
2026-07-07T16:00:00,32.30,26.00,5.19,0.00,0.73,10.40,1014.70,21.00,0.00,34.00,821.00,3.58,13.20
2026-07-07T17:00:00,32.10,26.00,5.06,0.00,0.64,10.20,1013.70,21.00,0.00,38.00,687.00,3.54,13.10
2026-07-07T18:00:00,31.50,28.00,4.96,0.00,0.52,10.80,1013.70,1.00,0.00,42.00,530.00,3.32,12.50
2026-07-07T19:00:00,30.60,30.00,4.36,0.00,0.38,11.10,1013.70,3.00,0.00,37.00,352.00,3.08,11.80
2026-07-07T20:00:00,29.70,33.00,2.46,0.00,0.19,11.70,1014.20,20.00,0.00,27.00,167.00,2.79,10.90
2026-07-07T21:00:00,26.80,39.00,2.20,0.00,0.09,11.70,1014.20,29.00,0.00,177.00,29.00,2.15,9.10
2026-07-07T22:00:00,25.20,45.00,1.70,0.00,0.05,12.40,1015.10,58.00,0.00,177.00,0.00,1.76,7.80
2026-07-07T23:00:00,24.40,45.00,1.52,0.00,0.04,11.70,1015.10,45.00,0.00,203.00,0.00,1.68,7.70
2026-07-08T00:00:00,23.20,55.00,1.20,0.00,0.02,13.60,1015.40,26.00,0.00,228.00,0.00,1.28,6.00
2026-07-08T01:00:00,22.60,60.00,1.04,0.00,0.01,14.40,1014.80,0.00,0.00,253.00,0.00,1.10,5.30
2026-07-08T02:00:00,22.20,58.00,1.20,0.00,0.02,13.50,1014.60,0.00,0.00,270.00,0.00,1.12,5.50
2026-07-08T03:00:00,21.40,60.00,1.30,0.00,0.02,13.30,1014.00,0.00,0.00,293.00,0.00,1.02,5.20
2026-07-08T04:00:00,20.90,61.00,1.39,0.00,0.02,13.10,1013.70,0.00,0.00,291.00,0.00,0.96,5.00
2026-07-08T05:00:00,20.60,63.00,1.49,0.00,0.02,13.30,1013.30,0.00,0.00,290.00,0.00,0.90,4.70
2026-07-08T06:00:00,19.90,63.00,1.49,0.00,0.02,12.70,1013.80,0.00,0.00,290.00,0.00,0.86,4.60
2026-07-08T07:00:00,20.10,64.00,1.43,0.00,0.03,13.10,1013.80,0.00,0.00,295.00,21.00,0.85,4.50
2026-07-08T08:00:00,22.50,65.00,0.86,0.00,0.09,15.60,1013.80,0.00,0.00,306.00,147.00,0.95,4.60
2026-07-08T09:00:00,26.30,47.00,0.67,0.00,0.22,14.10,1013.10,0.00,0.00,63.00,330.00,1.82,7.60
2026-07-08T10:00:00,28.10,40.00,1.48,0.00,0.38,13.30,1012.70,0.00,0.00,62.00,523.00,2.28,9.20
2026-07-08T11:00:00,29.90,36.00,2.06,0.00,0.53,13.20,1012.40,0.00,0.00,61.00,694.00,2.70,10.30
2026-07-08T12:00:00,31.00,39.00,4.28,0.00,0.66,15.50,1012.00,52.00,0.00,53.00,812.00,2.74,9.90
2026-07-08T13:00:00,31.70,35.00,3.69,0.00,0.65,14.40,1011.60,66.00,0.00,33.00,781.00,3.04,10.90
2026-07-08T14:00:00,31.90,34.00,3.70,0.00,0.56,14.10,1011.10,76.00,0.00,38.00,616.00,3.12,11.20
2026-07-08T15:00:00,30.80,40.00,4.33,0.00,0.53,15.60,1011.00,100.00,0.00,310.00,581.00,2.66,9.70
2026-07-08T16:00:00,29.90,49.00,1.68,0.10,0.38,18.00,1010.80,95.00,0.00,287.00,461.00,2.15,7.90
2026-07-08T17:00:00,29.40,48.00,1.90,0.10,0.29,17.20,1010.30,100.00,0.00,180.00,321.00,2.13,8.00
2026-07-08T18:00:00,30.30,40.00,2.51,0.00,0.26,15.20,1009.70,95.00,0.00,203.00,224.00,2.59,9.60
2026-07-08T19:00:00,29.90,36.00,1.20,0.00,0.23,13.20,1009.40,45.00,0.00,185.00,273.00,2.70,10.30
2026-07-08T20:00:00,29.20,36.00,1.20,0.00,0.13,12.60,1009.20,40.00,0.00,185.00,143.00,2.59,10.20
2026-07-08T21:00:00,27.50,38.00,0.92,0.00,0.04,11.90,1009.30,37.00,0.00,167.00,27.00,2.28,9.40
2026-07-08T22:00:00,25.30,49.00,1.22,0.00,0.03,13.80,1009.60,1.00,0.00,235.00,0.00,1.65,7.20
2026-07-08T23:00:00,24.00,55.00,1.46,0.00,0.03,14.40,1009.80,13.00,0.00,254.00,0.00,1.34,6.10
2026-07-09T00:00:00,23.30,45.00,1.70,0.00,0.04,10.70,1010.10,0.00,0.00,273.00,0.00,1.57,7.50
2026-07-09T01:00:00,22.80,47.00,1.68,0.00,0.04,10.90,1009.80,0.00,0.00,287.00,0.00,1.47,7.20
2026-07-09T02:00:00,22.20,44.00,1.68,0.00,0.04,9.30,1009.40,0.00,0.00,287.00,0.00,1.50,7.50
2026-07-09T03:00:00,21.60,45.00,1.66,0.00,0.04,9.20,1009.10,0.00,0.00,295.00,0.00,1.42,7.20
2026-07-09T04:00:00,20.90,47.00,1.57,0.00,0.04,9.20,1008.70,2.00,0.00,297.00,0.00,1.31,6.80
2026-07-09T05:00:00,20.30,51.00,1.52,0.00,0.03,9.80,1008.70,8.00,0.00,293.00,0.00,1.17,6.20
2026-07-09T06:00:00,19.90,52.00,1.48,0.00,0.03,9.70,1008.80,12.00,0.00,298.00,0.00,1.11,6.00
2026-07-09T07:00:00,20.00,54.00,1.42,0.00,0.03,10.40,1009.00,17.00,0.00,309.00,20.00,1.08,5.70
2026-07-09T08:00:00,22.20,57.00,0.98,0.00,0.09,13.30,1009.10,13.00,0.00,336.00,142.00,1.15,5.60
2026-07-09T09:00:00,25.60,49.00,1.70,0.00,0.23,14.10,1008.70,20.00,0.00,50.00,322.00,1.68,7.20
2026-07-09T10:00:00,27.50,43.00,2.55,0.00,0.39,13.80,1008.80,10.00,0.00,42.00,507.00,2.09,8.60
2026-07-09T11:00:00,28.80,44.00,5.19,0.00,0.55,15.40,1008.90,11.00,0.00,34.00,687.00,2.22,8.60
2026-07-09T12:00:00,29.40,45.00,5.02,0.00,0.63,16.30,1009.20,15.00,0.00,44.00,816.00,2.26,8.50
2026-07-09T13:00:00,30.40,45.00,4.84,0.00,0.69,17.10,1009.00,51.00,0.00,38.00,891.00,2.38,8.70
2026-07-09T14:00:00,30.80,46.00,5.02,0.00,0.70,17.90,1008.50,55.00,0.00,46.00,898.00,2.40,8.50
2026-07-09T15:00:00,28.80,56.00,3.81,0.30,0.54,19.20,1008.60,100.00,0.00,85.00,717.00,1.74,6.50
2026-07-09T16:00:00,27.30,63.00,1.90,0.20,0.34,19.70,1009.00,100.00,0.00,177.00,440.00,1.34,5.20
2026-07-09T17:00:00,27.00,61.00,3.01,0.10,0.27,18.90,1009.10,100.00,0.00,186.00,317.00,1.39,5.50
2026-07-09T18:00:00,24.00,78.00,2.24,1.00,0.16,19.90,1009.70,100.00,0.00,190.00,210.00,0.66,2.90
2026-07-09T19:00:00,23.10,85.00,0.94,0.80,0.08,20.50,1010.00,100.00,0.00,238.00,101.00,0.42,1.90
2026-07-09T20:00:00,23.10,83.00,1.08,0.40,0.05,20.10,1010.40,83.00,0.00,248.00,55.00,0.48,2.20
2026-07-09T21:00:00,23.10,81.00,1.48,0.10,0.03,19.70,1010.00,68.00,0.00,208.00,14.00,0.54,2.40
2026-07-09T22:00:00,22.80,82.00,1.84,0.00,0.00,19.60,1010.60,44.00,0.00,209.00,0.00,0.50,2.30
2026-07-09T23:00:00,22.30,85.00,1.62,0.00,0.00,19.70,1010.70,26.00,0.00,202.00,0.00,0.40,1.90
2026-07-10T00:00:00,21.80,90.00,1.12,0.00,0.00,20.10,1011.10,35.00,0.00,207.00,0.00,0.26,1.20
2026-07-10T01:00:00,21.30,92.00,0.78,0.00,0.00,19.90,1011.20,28.00,0.00,230.00,0.00,0.20,1.00
2026-07-10T02:00:00,20.80,94.00,0.81,0.00,0.00,19.80,1011.50,12.00,0.00,240.00,0.00,0.15,0.80
2026-07-10T03:00:00,20.50,94.00,0.81,0.00,0.00,19.50,1011.20,18.00,0.00,277.00,0.00,0.14,0.80
2026-07-10T04:00:00,20.10,95.00,1.00,0.00,0.00,19.30,1011.30,14.00,0.00,323.00,0.00,0.12,0.60
2026-07-10T05:00:00,19.80,94.00,1.14,0.00,0.00,18.80,1011.40,14.00,0.00,322.00,0.00,0.14,0.70
2026-07-10T06:00:00,19.50,93.00,1.36,0.00,0.00,18.30,1012.00,11.00,0.00,306.00,0.00,0.16,0.90
2026-07-10T07:00:00,19.60,92.00,1.50,0.00,0.01,18.20,1012.50,30.00,0.00,307.00,19.00,0.18,1.00
2026-07-10T08:00:00,21.40,91.00,1.00,0.00,0.07,19.80,1013.10,48.00,0.00,307.00,130.00,0.23,1.10
2026-07-10T09:00:00,24.10,80.00,0.91,0.00,0.18,20.40,1013.10,48.00,0.00,354.00,276.00,0.60,2.70
2026-07-10T10:00:00,25.40,73.00,1.84,0.00,0.29,20.20,1013.70,71.00,0.00,22.00,423.00,0.87,3.70
2026-07-10T11:00:00,26.30,61.00,2.78,0.00,0.37,18.20,1013.70,65.00,0.00,38.00,505.00,1.33,5.50
2026-07-10T12:00:00,27.40,58.00,2.55,0.00,0.50,18.40,1013.60,75.00,0.00,48.00,682.00,1.53,6.00
2026-07-10T13:00:00,28.10,58.00,2.21,0.00,0.49,19.10,1013.50,72.00,0.00,72.00,662.00,1.60,6.10
2026-07-10T14:00:00,27.90,64.00,3.14,0.20,0.44,20.50,1013.90,84.00,0.00,143.00,585.00,1.35,5.10
2026-07-10T15:00:00,26.70,73.00,2.93,0.20,0.35,21.50,1014.10,82.00,0.00,172.00,468.00,0.95,3.70
2026-07-10T16:00:00,27.40,68.00,2.90,0.00,0.40,21.00,1014.10,70.00,0.00,180.00,538.00,1.17,4.50
2026-07-10T17:00:00,27.60,60.00,4.00,0.00,0.39,19.10,1014.00,75.00,0.00,181.00,492.00,1.47,5.80
2026-07-10T18:00:00,27.40,46.00,4.10,0.00,0.30,14.70,1014.30,92.00,0.00,177.00,285.00,1.97,8.00
2026-07-10T19:00:00,26.60,44.00,3.61,0.00,0.20,13.40,1014.70,87.00,0.00,183.00,117.00,1.95,8.20
2026-07-10T20:00:00,26.10,45.00,2.50,0.00,0.13,13.30,1015.30,76.00,0.00,180.00,67.00,1.86,7.90
2026-07-10T21:00:00,25.40,48.00,1.71,0.00,0.07,13.60,1015.30,59.00,0.00,187.00,18.00,1.68,7.40
2026-07-10T22:00:00,24.40,52.00,1.55,0.00,0.03,13.90,1016.20,62.00,0.00,195.00,0.00,1.47,6.60
2026-07-10T23:00:00,23.40,58.00,1.43,0.00,0.02,14.70,1016.50,64.00,0.00,205.00,0.00,1.21,5.60
2026-07-11T00:00:00,22.60,61.00,1.35,0.00,0.02,14.70,1016.90,33.00,0.00,228.00,0.00,1.07,5.10
2026-07-11T01:00:00,21.60,67.00,1.21,0.00,0.01,15.20,1016.90,19.00,0.00,246.00,0.00,0.85,4.20
2026-07-11T02:00:00,21.00,72.00,1.17,0.00,0.00,15.70,1017.20,4.00,0.00,250.00,0.00,0.70,3.60
2026-07-11T03:00:00,20.20,77.00,1.20,0.00,0.00,16.00,1016.90,2.00,0.00,270.00,0.00,0.54,2.90
2026-07-11T04:00:00,19.90,81.00,1.17,0.00,0.00,16.50,1017.00,10.00,0.00,290.00,0.00,0.44,2.40
2026-07-11T05:00:00,19.60,86.00,1.03,0.00,0.00,17.20,1017.00,28.00,0.00,299.00,0.00,0.32,1.70
2026-07-11T06:00:00,19.50,89.00,1.34,0.00,0.00,17.60,1017.50,21.00,0.00,297.00,0.00,0.25,1.40
2026-07-11T07:00:00,19.80,89.00,1.34,0.00,0.01,17.90,1017.70,33.00,0.00,297.00,17.00,0.25,1.40
2026-07-11T08:00:00,21.90,85.00,0.89,0.00,0.07,19.20,1017.70,40.00,0.00,297.00,129.00,0.39,1.90
2026-07-11T09:00:00,25.60,63.00,0.80,0.00,0.20,18.10,1017.80,16.00,0.00,360.00,306.00,1.22,5.10
2026-07-11T10:00:00,27.30,52.00,1.39,0.00,0.36,16.60,1017.70,3.00,0.00,30.00,504.00,1.74,7.00
2026-07-11T11:00:00,28.80,47.00,2.00,0.00,0.51,16.40,1017.80,6.00,0.00,37.00,686.00,2.10,8.10
2026-07-11T12:00:00,29.80,44.00,3.05,0.00,0.63,16.30,1017.40,7.00,0.00,49.00,827.00,2.35,8.70
2026-07-11T13:00:00,31.00,36.00,3.50,0.00,0.71,14.20,1017.30,19.00,0.00,53.00,909.00,2.88,10.50
2026-07-11T14:00:00,32.00,27.00,3.62,0.00,0.76,10.70,1017.10,36.00,0.00,51.00,935.00,3.47,12.90
2026-07-11T15:00:00,32.30,27.00,3.69,0.00,0.74,10.90,1016.10,45.00,0.00,41.00,887.00,3.53,12.90
2026-07-11T16:00:00,32.50,29.00,3.19,0.00,0.66,12.20,1016.00,42.00,0.00,41.00,788.00,3.47,12.50
2026-07-11T17:00:00,32.30,30.00,1.62,0.00,0.50,12.50,1015.60,66.00,0.00,68.00,631.00,3.38,12.20
2026-07-11T18:00:00,31.40,34.00,1.98,0.00,0.37,13.60,1015.80,55.00,0.00,131.00,424.00,3.03,11.10
2026-07-11T19:00:00,29.60,41.00,3.18,0.00,0.28,15.00,1016.20,61.00,0.00,156.00,261.00,2.45,9.30
2026-07-11T20:00:00,28.30,36.00,2.72,0.00,0.18,11.80,1016.50,30.00,0.00,186.00,134.00,2.46,10.00
2026-07-11T21:00:00,26.70,40.00,1.90,0.00,0.08,12.00,1016.60,1.00,0.00,183.00,26.00,2.10,9.00
2026-07-11T22:00:00,25.10,43.00,1.61,0.00,0.05,11.70,1017.50,0.00,0.00,187.00,0.00,1.82,8.10
2026-07-11T23:00:00,23.60,51.00,1.35,0.00,0.03,12.90,1017.80,1.00,0.00,222.00,0.00,1.43,6.60
2026-07-12T00:00:00,22.50,66.00,1.04,0.00,0.01,15.80,1017.80,1.00,0.00,253.00,0.00,0.93,4.40
2026-07-12T01:00:00,22.00,66.00,1.10,0.00,0.01,15.40,1017.10,23.00,0.00,275.00,0.00,0.90,4.40
2026-07-12T02:00:00,21.80,66.00,1.14,0.00,0.01,15.10,1016.80,24.00,0.00,285.00,0.00,0.89,4.40
2026-07-12T03:00:00,21.40,69.00,1.26,0.00,0.01,15.50,1016.50,11.00,0.00,288.00,0.00,0.79,4.00
2026-07-12T04:00:00,21.00,72.00,1.39,0.00,0.01,15.70,1016.30,0.00,0.00,291.00,0.00,0.70,3.60
2026-07-12T05:00:00,20.60,74.00,1.21,0.00,0.00,15.80,1016.20,0.00,0.00,294.00,0.00,0.63,3.30
2026-07-12T06:00:00,20.20,78.00,1.30,0.00,0.00,16.30,1016.20,0.00,0.00,302.00,0.00,0.52,2.70
2026-07-12T07:00:00,20.30,78.00,1.30,0.00,0.01,16.40,1015.90,0.00,0.00,302.00,19.00,0.53,2.70
2026-07-12T08:00:00,22.40,77.00,0.92,0.00,0.08,18.20,1016.00,0.00,0.00,311.00,139.00,0.62,2.90
2026-07-12T09:00:00,26.00,60.00,0.78,0.00,0.21,17.60,1015.70,0.00,0.00,40.00,322.00,1.34,5.60
2026-07-12T10:00:00,27.80,55.00,1.27,0.00,0.37,17.90,1015.80,0.00,0.00,45.00,516.00,1.68,6.60
2026-07-12T11:00:00,29.80,49.00,2.26,0.00,0.52,17.90,1015.40,0.00,0.00,45.00,692.00,2.14,7.90
2026-07-12T12:00:00,31.50,40.00,3.56,0.00,0.66,16.30,1015.10,0.00,0.00,38.00,832.00,2.77,9.80
2026-07-12T13:00:00,32.70,32.00,4.18,0.00,0.76,13.90,1014.80,0.00,0.00,42.00,923.00,3.37,11.80
2026-07-12T14:00:00,33.60,25.00,5.17,0.00,0.83,10.90,1014.30,0.00,0.00,41.00,960.00,3.91,13.80
2026-07-12T15:00:00,34.00,25.00,5.12,0.00,0.82,11.20,1013.70,0.00,0.00,39.00,932.00,3.98,13.90
2026-07-12T16:00:00,34.20,25.00,4.66,0.00,0.76,11.40,1012.90,0.00,0.00,35.00,848.00,4.03,14.00
2026-07-12T17:00:00,34.00,27.00,4.25,0.00,0.65,12.40,1012.70,10.00,0.00,30.00,713.00,3.89,13.40
2026-07-12T18:00:00,33.50,28.00,3.89,0.00,0.52,12.50,1012.50,2.00,0.00,29.00,542.00,3.73,13.00
2026-07-12T19:00:00,32.90,30.00,3.00,0.00,0.35,13.10,1012.30,10.00,0.00,30.00,353.00,3.51,12.30
2026-07-12T20:00:00,31.30,33.00,1.27,0.00,0.15,13.10,1012.20,21.00,0.00,135.00,160.00,3.07,11.20
2026-07-12T21:00:00,28.10,41.00,1.87,0.00,0.08,13.60,1013.00,0.00,0.00,164.00,27.00,2.24,9.00
2026-07-12T22:00:00,26.20,48.00,1.12,0.00,0.02,14.40,1013.70,0.00,0.00,190.00,0.00,1.77,7.50
2026-07-12T23:00:00,24.80,56.00,1.17,0.00,0.02,15.50,1013.90,0.00,0.00,239.00,0.00,1.38,6.00
2026-07-13T00:00:00,23.90,62.00,1.17,0.00,0.01,16.20,1014.00,10.00,0.00,250.00,0.00,1.13,5.10
2026-07-13T01:00:00,23.50,62.00,1.00,0.00,0.01,15.80,1013.50,3.00,0.00,276.00,0.00,1.10,5.10
2026-07-13T02:00:00,23.10,64.00,1.17,0.00,0.01,15.90,1013.20,7.00,0.00,301.00,0.00,1.02,4.80
2026-07-13T03:00:00,22.30,67.00,1.28,0.00,0.01,15.90,1013.00,8.00,0.00,309.00,0.00,0.89,4.30
2026-07-13T04:00:00,22.10,69.00,1.42,0.00,0.01,16.10,1013.00,6.00,0.00,309.00,0.00,0.82,4.00
2026-07-13T05:00:00,21.70,69.00,1.42,0.00,0.01,15.80,1012.80,12.00,0.00,309.00,0.00,0.81,3.90
2026-07-13T06:00:00,21.60,67.00,1.35,0.00,0.01,15.20,1013.10,6.00,0.00,318.00,0.00,0.85,4.20
2026-07-13T07:00:00,21.70,67.00,1.35,0.00,0.02,15.30,1013.10,3.00,0.00,318.00,17.00,0.86,4.20
2026-07-13T08:00:00,23.60,69.00,0.94,0.00,0.09,17.60,1013.20,2.00,0.00,328.00,136.00,0.90,4.10
2026-07-13T09:00:00,26.60,56.00,1.42,0.00,0.23,17.10,1013.30,5.00,0.00,39.00,315.00,1.53,6.20
2026-07-13T10:00:00,28.70,46.00,2.20,0.00,0.39,15.90,1013.20,3.00,0.00,39.00,507.00,2.12,8.20
2026-07-13T11:00:00,30.20,38.00,4.05,0.00,0.56,14.30,1013.40,3.00,0.00,40.00,684.00,2.66,10.00
2026-07-13T12:00:00,31.30,36.00,4.39,0.00,0.67,14.40,1013.00,2.00,0.00,43.00,822.00,2.92,10.60
2026-07-13T13:00:00,32.30,35.00,4.53,0.00,0.75,14.90,1012.70,0.00,0.00,43.00,907.00,3.14,11.10
2026-07-13T14:00:00,33.30,34.00,4.53,0.00,0.78,15.30,1011.90,16.00,0.00,41.00,933.00,3.37,11.50
2026-07-13T15:00:00,33.80,33.00,3.28,0.00,0.73,15.30,1011.30,25.00,0.00,31.00,872.00,3.52,11.90
2026-07-13T16:00:00,33.20,34.00,2.87,0.00,0.57,15.20,1011.10,71.00,0.00,29.00,657.00,3.35,11.50
2026-07-13T17:00:00,32.60,36.00,2.31,0.00,0.40,15.60,1011.10,68.00,0.00,95.00,429.00,3.14,10.90
2026-07-13T18:00:00,31.60,38.00,2.19,0.00,0.35,15.60,1010.90,69.00,0.00,133.00,382.00,2.89,10.20
2026-07-13T19:00:00,30.10,40.00,2.55,0.00,0.23,15.00,1011.40,71.00,0.00,154.00,185.00,2.56,9.60
2026-07-13T20:00:00,29.00,40.00,1.87,0.00,0.14,14.00,1011.90,70.00,0.00,164.00,99.00,2.40,9.40
2026-07-13T21:00:00,27.70,46.00,1.36,0.00,0.06,15.00,1012.10,76.00,0.00,163.00,17.00,2.00,8.10
2026-07-13T22:00:00,26.60,55.00,1.14,0.00,0.02,16.80,1013.10,64.00,0.00,165.00,0.00,1.56,6.40
2026-07-13T23:00:00,25.60,56.00,0.71,0.00,0.01,16.20,1013.70,53.00,0.00,172.00,0.00,1.45,6.10
2026-07-14T00:00:00,25.10,57.00,0.64,0.00,0.00,16.00,1014.50,67.00,0.00,309.00,0.00,1.37,6.00
2026-07-14T01:00:00,24.20,69.00,1.22,0.00,0.01,18.20,1014.20,73.00,0.00,279.00,0.00,0.94,4.10
2026-07-14T02:00:00,24.10,71.00,1.12,0.00,0.01,18.50,1014.50,78.00,0.00,280.00,0.00,0.87,3.80
2026-07-14T03:00:00,24.20,69.00,1.55,0.00,0.02,18.10,1014.00,84.00,0.00,285.00,0.00,0.93,4.20
2026-07-14T04:00:00,24.20,63.00,1.27,0.00,0.01,16.70,1014.20,79.00,0.00,315.00,0.00,1.12,5.00
2026-07-14T05:00:00,24.00,60.00,1.42,0.00,0.02,15.70,1014.10,59.00,0.00,321.00,0.00,1.19,5.40
2026-07-14T06:00:00,23.30,57.00,1.71,0.00,0.03,14.30,1014.40,40.00,0.00,339.00,0.00,1.23,5.70
2026-07-14T07:00:00,22.90,61.00,1.70,0.00,0.04,15.00,1015.00,8.00,0.00,332.00,17.00,1.09,5.10
2026-07-14T08:00:00,24.40,65.00,1.33,0.00,0.10,17.40,1015.20,1.00,0.00,347.00,141.00,1.07,4.70
2026-07-14T09:00:00,26.80,45.00,2.56,0.00,0.26,13.90,1015.80,0.00,0.00,39.00,326.00,1.94,8.10
2026-07-14T10:00:00,27.90,41.00,2.91,0.00,0.41,13.50,1015.90,0.00,0.00,41.00,520.00,2.22,9.00
2026-07-14T11:00:00,29.20,39.00,3.62,0.00,0.55,13.80,1016.00,6.00,0.00,39.00,698.00,2.47,9.60
2026-07-14T12:00:00,30.20,36.00,3.97,0.00,0.66,13.50,1015.70,35.00,0.00,41.00,828.00,2.75,10.40
2026-07-14T13:00:00,30.90,34.00,4.33,0.00,0.72,13.20,1015.70,22.00,0.00,40.00,903.00,2.95,10.90
2026-07-14T14:00:00,31.60,32.00,4.49,0.00,0.77,12.90,1015.50,11.00,0.00,32.00,945.00,3.16,11.60
2026-07-14T15:00:00,31.70,31.00,5.10,0.00,0.76,12.50,1015.10,8.00,0.00,35.00,921.00,3.22,11.80
2026-07-14T16:00:00,32.00,31.00,5.08,0.00,0.72,12.70,1014.40,5.00,0.00,36.00,841.00,3.28,11.90
2026-07-14T17:00:00,31.80,32.00,5.00,0.00,0.63,13.10,1014.30,30.00,0.00,37.00,705.00,3.20,11.60
2026-07-14T18:00:00,31.20,34.00,4.62,0.00,0.50,13.50,1014.40,14.00,0.00,39.00,528.00,3.00,11.00
2026-07-14T19:00:00,30.60,36.00,3.41,0.00,0.34,13.80,1014.60,15.00,0.00,50.00,343.00,2.81,10.50
2026-07-14T20:00:00,28.20,47.00,2.08,0.00,0.16,15.80,1015.50,14.00,0.00,145.00,160.00,2.02,8.00
2026-07-14T21:00:00,25.80,59.00,2.06,0.00,0.06,17.20,1016.40,11.00,0.00,166.00,27.00,1.36,5.70
2026-07-14T22:00:00,24.60,68.00,1.90,0.00,0.02,18.30,1017.00,17.00,0.00,183.00,0.00,0.99,4.30
2026-07-14T23:00:00,23.70,72.00,1.53,0.00,0.01,18.40,1017.40,29.00,0.00,191.00,0.00,0.82,3.70
2026-07-15T00:00:00,22.90,75.00,1.22,0.00,0.00,18.20,1017.60,14.00,0.00,235.00,0.00,0.70,3.30
2026-07-15T01:00:00,22.30,75.00,1.30,0.00,0.00,17.70,1017.50,1.00,0.00,266.00,0.00,0.67,3.20
2026-07-15T02:00:00,22.00,74.00,1.32,0.00,0.00,17.10,1017.10,0.00,0.00,279.00,0.00,0.69,3.40
2026-07-15T03:00:00,21.40,72.00,1.49,0.00,0.01,16.10,1017.30,0.00,0.00,290.00,0.00,0.71,3.60
2026-07-15T04:00:00,20.90,74.00,1.52,0.00,0.01,16.10,1017.30,0.00,0.00,293.00,0.00,0.64,3.20
2026-07-15T05:00:00,20.50,77.00,1.34,0.00,0.00,16.40,1017.30,0.00,0.00,297.00,0.00,0.56,2.80
2026-07-15T06:00:00,20.10,75.00,1.66,0.00,0.01,15.50,1017.00,0.00,0.00,295.00,0.00,0.59,3.10
2026-07-15T07:00:00,20.20,71.00,1.62,0.00,0.02,14.80,1016.90,0.00,0.00,292.00,16.00,0.69,3.60
2026-07-15T08:00:00,22.30,69.00,1.08,0.00,0.08,16.30,1017.20,0.00,0.00,292.00,136.00,0.83,4.00
2026-07-15T09:00:00,26.40,47.00,0.60,0.00,0.21,14.20,1017.30,0.00,0.00,360.00,319.00,1.83,7.70
2026-07-15T10:00:00,28.20,43.00,1.35,0.00,0.37,14.50,1017.10,0.00,0.00,42.00,513.00,2.18,8.60
2026-07-15T11:00:00,30.20,37.00,3.05,0.00,0.55,13.90,1016.60,0.00,0.00,32.00,690.00,2.70,10.20
